,Headlines,Andrew,Bryan,Charlie,David,Elfie,Freddy,George,Henry,Islam,Jack,Kevin
10095,"First thoughts  


  Wealthy Brexiteers like James Dyson are jumping ship. Why might that be?",0,0,0,0,0,0,0,0,0,0,0
10096,Bono: western world turning its back on HIV fight,0,0,0,0,0,0,0,0,0,0,0
10097,"Project Syndicate economists  


  The money markets do recognise integrity … eventually",0,1,1,1,0,1,1,1,1,0,0
10098,Financing is improving for female-led startups – but there’s a long way to go,0,0,0,0,0,0,0,0,0,0,0
10099,Tobacco: a deadly business  Revealed: the free-market groups helping the tobacco industry,0,1,1,1,0,1,1,1,1,0,0
10100,Tobacco: a deadly business  Free-market groups and the tobacco industry – full database,0,1,1,1,0,1,1,1,1,0,0
10101,Tobacco: a deadly business  How tobacco industry donations cloud debates over cigarette controls,0,0,0,0,0,0,0,0,0,0,0
10102,"Santander to close 140 branches, putting more than 1,200 jobs at risk",0,0,0,0,0,0,0,0,0,0,0
10103,"Robot era shouldn't mean end to workers' rights, says UN agency",0,0,0,0,0,0,0,0,0,0,0
10104,Former Tesco executive Carl Rogberg cleared of fraud,0,0,0,0,0,0,0,0,0,0,0
10105,Celebrity social media influencers pledge to change way they post,0,0,0,0,1,0,1,1,0,1,1
10106,Bestjet: directors of collapsed travel company referred to regulator,0,0,0,0,0,0,0,0,0,0,0
10107,UK rents fall for first time in a decade,0,0,0,0,0,0,0,0,0,0,0
10108,Britain ‘could triple state aid for industry under EU rules’,0,0,0,0,0,0,0,0,0,0,0
10109,Panic is on the agenda at Davos – but it’s too little too late,0,0,0,0,0,0,0,0,0,0,0
10110,Marks & Spencer aims for simplicity in womenswear,0,0,0,0,0,0,0,0,0,0,0
10111,'They couldn’t do more for you': small details make Torquay B&B a winner,0,0,0,0,0,0,0,0,0,0,0
10112,Torquay B&B tops UK-dominated list of world's best,0,0,0,0,0,0,0,0,0,0,0
10113,Union calls for Uber drivers and Airbnb hosts facing tax crackdown to be protected,0,0,0,0,0,0,0,0,0,0,0
10114,Amazon knocked off top of UK consumer poll once ethics considered,1,0,1,1,1,0,0,0,1,1,0
10115,Cash machine firms to be paid more in effort to stop further closures,0,0,0,0,0,0,0,0,0,0,0
10116,Companies press Brexit panic button in further blow to Theresa May,0,0,0,0,0,0,0,0,0,0,0
10117,Stock markets slip amid signs global economy is weakening,0,1,1,1,0,1,1,1,1,0,0
10118,Forget Netflix - UK cinemas report best year at box office since 1970,0,0,0,0,0,0,0,0,0,0,0
10119,Luke Johnson: from Pizza Express to Patisserie Valerie,0,0,0,0,0,0,0,0,0,0,0
10120,"Nils Pratley on finance  


  Come on Sir James, future-proof Dyson against what?",0,1,1,1,0,1,1,1,1,0,0
10121,"Business live  Davos 2019: Jacinda Ardern calls for environmental 'guardianship', as Bolsonaro alarms activists - live",0,0,0,0,0,0,0,0,0,0,0
10122,Brexit goes glossy in Wetherspoon’s pubs,0,0,0,0,0,0,0,0,0,0,0
10123,Councils need more tools to cut off rogue landlords’ profits,0,0,0,0,0,0,0,0,0,0,0
10124,Jair Bolsonaro alarms climate activists with pro-business speech,0,0,0,0,0,0,0,0,0,0,0
10125,UK pay growth surges as employment hits record high,0,0,0,0,0,0,0,0,0,0,0
10126,"Shrinkflation: for those struggling, it's about more than just chocolate bars",0,0,0,0,0,0,0,0,0,0,0
10127,David Attenborough and Prince William take world leaders to task on environment,0,0,0,0,0,0,0,0,0,0,0
10128,Police to interview man after digger smashed into new hotel,0,0,0,0,0,0,0,0,0,0,0
10129,Patisserie Valerie falls into administration as bank talks fail,0,1,1,1,0,1,1,1,1,0,0
10130,"Oscar nominations 2019: Roma and The Favourite deserve acclaim, but no female directors is woeful",0,0,0,0,0,0,0,0,0,0,0
10131,Dyson to move company HQ to Singapore,0,0,0,0,0,0,0,0,0,0,0
10132,Online sales slow as UK shoppers rein in Christmas spending,0,0,0,0,0,0,0,0,0,0,0
10133,Pollution at fracking protest site rises despite lack of fracking,0,0,0,0,0,0,0,0,0,0,0
10134,Taking no deal off the table would leave us at the EU’s mercy,0,0,0,0,0,0,0,0,0,0,0
10135,EasyJet says Gatwick drone chaos cost it £15m,0,0,0,0,0,0,0,0,0,0,0
10136,"Backlog of financial ombudsman cases grows to 30,000",0,1,1,1,0,1,1,1,1,0,0
10137,Sports Direct deal saves four House of Fraser stores,0,0,0,0,0,0,0,0,0,0,0
10138,The long read  The new elite’s phoney crusade to save the world – without changing anything,0,0,0,0,0,0,0,0,0,0,0
10139,Human rights in focus  Factory that supplied Tesco compensated abused worker,0,0,0,0,0,0,0,0,0,0,0
10140,"North-east England will be hit hardest by no-deal Brexit, says CBI",0,0,0,0,0,0,0,0,0,0,0
10141,May claims EU second referendum would threaten 'social cohesion',0,0,0,0,0,0,0,0,0,0,0
10142,"Business live  Davos 2019: Attenborough warns we have a decade to solve climate, or we're doomed - live!",0,0,0,0,0,0,0,0,0,0,0
10143,Patisserie Valerie shareholders frustrated by lack of information,0,0,0,0,0,0,0,0,0,0,0
10144,David Attenborough tells Davos: ‘The Garden of Eden is no more’,0,0,0,0,0,0,0,0,0,0,0
10145,IMF reminds US that a China slowdown is a drag for everyone,0,0,0,0,0,0,0,0,0,0,0
10146,Pre-Davos survey shows sixfold rise in global CEOs' gloom,0,0,0,0,0,0,0,0,0,0,0
10147,Human rights in focus  Why are wages so low for garment workers in Bangladesh?,0,0,0,0,0,0,0,0,0,0,0
10148,"Human rights in focus  Tesco, Mothercare and M&S use factory paying workers 35p an hour",0,0,0,0,0,0,0,0,0,0,0
10149,Second thoughts: the rise of the celebrity side hustle,0,0,0,0,0,0,0,0,0,0,0
10150,‘Heroin for middle-class nerds’: how Warhammer conquered gaming,0,0,0,0,0,0,0,0,0,0,0
10151,Council urges ban on housing benefit being paid to rogue landlords,1,0,1,1,1,1,1,1,0,0,1
10152,Roma and The Favourite triumph at the London Film Critics' Circle awards,0,0,0,0,0,0,0,0,0,0,0
10153,IMF: no-deal Brexit and Chinese slump are biggest economic risks,0,0,0,0,0,0,0,0,0,0,0
10154,"Brexit bites: more than 200 products subject to shrinkflation, says ONS",0,0,0,0,0,0,0,0,0,0,0
10155,Carlos Ghosn offers to wear ankle tag if he is granted bail in Japan,0,0,0,0,0,0,0,0,0,0,0
10156,Just Eat chief executive Peter Plumb makes surprise exit,0,0,0,0,0,0,0,0,0,0,0
10157,Founders of plastic waste alliance ‘investing billions in new plants’,0,0,0,0,0,0,0,0,0,0,0
10158,England’s rebel spirit is rising – and it wants a no-deal Brexit,0,0,0,0,0,0,0,0,0,0,0
10159,UK warehouse space nears capacity as firms stockpile for Brexit,0,0,0,0,0,0,0,0,0,0,0
10160,China's economic growth slowest since 1990 amid trade war with US,0,0,0,0,0,0,0,0,0,0,0
10161,Record numbers switched energy provider last year amid price hikes,0,1,0,1,0,1,0,0,1,1,0
10162,Shareholders received record dividends of almost £100bn in 2018,0,0,0,0,0,0,0,0,0,0,0
10163,"Over 23,000 shops and 175,000 high street jobs predicted to go in 2019",0,0,0,0,0,0,0,0,0,0,0
10164,Up to 25% wiped off house prices in some of UK's wealthiest areas,0,0,0,0,0,0,0,0,0,0,0
10165,"World's 26 richest people own as much as poorest 50%, says Oxfam",0,0,0,0,0,0,0,0,0,0,0
10166,"McDonald's, fancy dress and a VW? Britons are doing death differently",0,0,0,0,0,0,0,0,0,0,0
10167,Mike Ashley in talks over rescue bid for struggling HMV,0,0,0,0,0,0,0,0,0,0,0
10168,Striving for pay parity for ethnic minorities,0,0,0,0,0,0,0,0,0,0,0
10169,Carmakers ramp up preparations for a no-deal Brexit,0,0,0,0,0,0,0,0,0,0,0
10170,Patisserie Valerie could collapse this week if last-ditch talks fail,0,0,0,0,0,0,0,0,0,0,0
10171,"Rogue landlords  Council pays rogue landlord £500,000 in housing benefit",1,0,1,1,1,1,1,1,0,0,1
10172,Plan to redirect inner-city funds to Tory shires 'a stitch-up’,0,0,0,0,0,0,0,0,0,0,0
10173,"Economics viewpoint  


  Action not words needed over biggest public health failure of our time: pneumonia",0,0,0,0,0,0,0,1,0,1,1
10174,HSBC tells Welsh customer not to complain in 'foreign' language,0,0,0,0,0,0,0,0,0,0,0
10175,"Observer business agenda  


  British bookies go from favourites to American outsiders",0,0,0,0,0,0,0,0,0,0,0
10176,'The goal is to automate us': welcome to the age of surveillance capitalism,0,0,0,0,0,0,0,0,0,0,0
10177,"Business leader  


  One thing to be grateful to Brexit for: Britons are buying less on credit",0,0,0,0,0,0,0,0,0,0,0
10178,The shutdown has exposed the disaster that is Trumponomics,0,0,0,0,0,0,0,0,0,0,0
10179,The Observer view: the Hitachi fiasco confirms that our energy policy now lies in ruins,0,1,0,1,0,1,0,0,1,1,0
10180,"Whatever happens to Kelly O'Dwyer's seat, the Coalition are toast",0,0,0,0,0,0,0,0,0,0,0
10181,All stations to regeneration? Work on HS2 begins in earnest,0,0,0,0,0,0,0,0,0,0,0
10182,Davos 2019: do the global elite have the will to fix the world's problems?,0,0,0,0,0,0,0,0,0,0,0
10183,Can Britain’s butchers survive the vegan boom?,0,0,0,0,0,0,0,0,0,0,0
10184,RAC accused of hiding 37% rise in cost of breakdown cover,0,0,0,0,0,0,0,0,0,0,0
10185,Viagogo releases data showing huge scale of ticket touting,0,0,0,0,0,0,0,0,0,0,0
10186,You're the expert  Should I volunteer to be a pension trustee?,0,0,0,0,0,0,0,0,0,0,0
10187,Could renting without huge deposits become the norm?,0,0,0,0,0,0,0,0,0,0,0
10188,‘We have always had a Marks & Spencer here. It's very sad’,0,0,0,0,0,0,0,0,0,0,0
10189,Cautious consumers feel the pinch as Chinese economy slows,1,0,1,1,1,0,0,0,1,1,0
10190,Patisserie Valerie locked in talks over banking lifeline,0,1,1,1,0,1,1,1,1,0,0
10191,Slipper maker Mahabis rescued by Simba Sleep founder,0,0,0,0,0,0,0,0,0,0,0
10192,"Business live  Stock markets rally on trade hopes, but UK retail sales fall - as it happened",1,1,1,1,1,1,1,1,1,1,0
10193,Windfarm industry urges UK to lift onshore subsidies ban,0,0,0,0,0,0,0,0,0,0,0
10194,Scrapping of nuclear plant should see UK renewables filling the void,0,1,0,1,0,1,0,0,1,1,0
10195,Post-Brexit trade deals are a priority,0,0,0,0,0,0,0,0,0,0,0
10196,Wellcome Trust could become first big employer to launch four-day week,0,0,0,0,0,0,0,0,0,0,0
10197,Climate change threat to Germans’ need for speed on Autobahn,0,0,0,0,0,0,0,0,0,0,0
10198,Showboat: billionaire NFL team owner installs Imax cinema on superyacht,0,0,0,0,0,0,0,0,0,0,0
10199,Grimes and Azealia Banks subpoenaed in Elon Musk lawsuit,0,1,1,1,0,1,1,1,1,0,0
10200,No-deal Brexit could stem the supply of Mother's Day flowers,0,0,0,0,0,0,0,0,0,0,0
10201,Ryanair issues profit warning as winter fares fall,0,0,0,0,0,0,0,0,0,0,0
10202,"Tesla to cut more than 3,000 jobs because cars 'still too expensive'",0,0,0,0,0,0,0,0,0,0,0
10203,Gold prices gleam amid Brexit and US shutdown uncertainty,0,0,0,0,0,0,0,0,0,0,0
10204,"Carlos Ghosn received £6.9m in 'improper' payments, says Nissan",0,0,0,0,0,0,0,0,0,0,0
10205,UK shoppers rein in spending as fears grow over economy,0,0,0,0,0,0,0,0,0,0,0
10206,UK manufacturers set cash aside in case of no-deal Brexit,0,0,0,0,0,0,0,0,0,0,0
10207,Netflix adds 8.8 million subscribers as its stock falls over spending fears,0,0,0,0,0,0,0,0,0,0,0
10208,Scottish shopping centre up for sale with reserve price of £1,0,0,0,0,0,0,0,0,0,0,0
10209,"Nils Pratley on finance  


  The government is not quite ready to drop its obsession with nuclear",0,1,1,1,0,1,1,1,1,0,0
10210,RBS seeks to buy government shares worth up to £1.4bn,0,0,0,0,0,0,0,0,0,0,0
10211,The Guardian view on nuclear power: expensive mistakes,0,1,0,1,0,1,0,0,1,1,0
10212,"Philips to close last UK manufacturing plant, putting 430 jobs at risk",0,0,0,0,0,0,1,0,0,0,1
10213,Oxford places ban on donations and research grants from Huawei,0,0,0,0,0,0,0,0,0,0,0
10214,Debenhams rating cut raises fears of creditors going unpaid,0,0,0,0,0,0,0,0,0,0,0
10215,Business live  Credit card demand faces record drop as Brexit spooks borrowers - as it happened,0,0,0,0,0,0,0,0,0,0,0
10216,ITV shares fall as broadcasters are warned not to underestimate Netflix,0,0,0,0,0,0,0,0,0,0,0
10217,Brexit department uses seven 'gagging orders' as firms plan for no deal,0,0,0,0,0,0,0,0,0,0,0
10218,Primark sales defy UK high street gloom,0,0,0,0,0,0,0,0,0,0,0
10219,La Caixa collection review – Whitechapel's tapas leaves me hungry,1,0,1,1,1,1,0,0,1,1,0
10220,"Demand for credit cards and mortgages in UK falling fast, warns BofE",0,0,0,0,0,0,0,0,0,0,0
10221,What role does nuclear power play in UK and what are alternatives?,0,1,0,1,0,1,0,0,1,1,0
10222,Premier Inn owner says bookings are falling outside London,0,0,0,0,0,0,0,0,0,0,0
10223,Does Hitachi decision mean the end of UK's nuclear ambitions?,0,0,0,0,0,0,0,0,0,0,0
10224,Why ‘Slutty Vegan’ became a hit in Atlanta – a city known for its barbecue,0,0,0,0,0,0,0,0,0,0,0
10225,China accuses US of suppressing its high-tech companies,1,0,1,1,1,1,0,0,1,1,0
10226,Hitachi scraps £16bn nuclear power station in Wales,0,1,0,1,0,1,0,0,1,1,0
10227,Checks on both sides of Irish border ‘mandatory under no-deal Brexit’,0,0,0,0,0,0,0,0,0,0,0
10228,The long read  How a deluge of money nearly broke the Premier League,0,0,0,0,0,0,0,0,0,0,0
10229,More than 170 business leaders join call for second Brexit referendum,0,0,0,0,0,0,0,0,0,0,0
10230,UK house prices fall at fastest rate in six years on back of Brexit – Rics,0,0,0,0,0,0,0,0,0,0,0
10231,Business live  Mark Carney: Financial markets think no-deal Brexit less likely - as it happened,0,1,1,1,0,1,1,1,1,0,0
10232,"Nils Pratley on finance  


  Santander recruitment farce puts greed and hubris centre stage",0,1,1,1,0,1,1,1,1,0,0
10233,Viagogo briefly discloses details of touts before deadline,0,0,0,0,0,0,0,0,0,0,0
10234,Industry alliance sets out $1bn to tackle oceans' plastic waste,0,0,0,0,0,0,0,0,0,0,0
10235,Patisserie Valerie says its accounts were 'significantly manipulated',0,0,0,0,0,0,0,0,0,0,0
10236,Durex owner’s £100m chief Rakesh Kapoor to step down,0,0,0,0,0,0,0,0,0,0,0
10237,"Markets expect Brexit to be delayed, Bank of England governor says",0,1,1,1,0,1,1,1,1,0,0
10238,UK inflation falls to lowest level in two years,0,0,0,0,0,0,0,0,0,0,0
10239,Goldman chief says sorry over ex-banker's role in 1MDB scandal,0,1,1,1,0,1,1,1,1,0,0
10240,Business leaders warn of 'supertanker GB' heading for the rocks,0,0,0,0,0,0,0,0,0,0,0
10241,Sears to stay open after chairman wins $5bn bankruptcy auction,0,1,1,1,0,1,1,1,1,0,0
10242,'We're about to be thrown under a Boris bus': businesses on a no-deal Brexit,0,0,0,0,0,0,0,0,0,0,0
10243,Crumbs! Judge deems brownie a cake and free from VAT charges,0,0,0,0,0,0,0,0,0,0,0
10244,Paperchase considers closing stores amid high street gloom,0,0,0,0,0,0,0,0,0,0,0
10245,No 10 rules out customs union before cross-party talks begin,0,0,0,0,0,0,0,0,0,0,0
10246,M&S to start selling loose fruit and veg in shift away from plastic,0,0,0,0,0,0,0,0,0,0,0
10247,Asos rival Boohoo draws strong sales from young shoppers,0,0,0,0,0,0,0,0,0,0,0
10248,How much? Santander's choice of new boss deemed too dear,0,0,0,0,0,0,0,0,0,0,0
10249,'It's union busting 101': documents reveal Verizon's attacks on organized labor,0,0,0,0,0,0,0,0,0,0,0
10250,"Global tensions holding back climate change fight, says WEF",0,0,0,0,0,0,0,0,0,0,0
10251,"Nils Pratley on finance  


  Flybe's sale is right for staff and passengers",0,1,1,1,0,1,1,1,1,0,0
10252,Asia markets subdued and sterling volatile as scale of May's Brexit defeat sinks in,0,1,1,1,0,1,1,1,1,0,0
10253,Ex-California utility CEO to receive $2.5m severance amid firm's bankruptcy,0,1,1,1,0,1,1,1,1,0,0
10254,"Business live  China pledges economic stimulus, as German growth hits five-year low - as it happened",0,0,0,0,0,0,0,0,0,0,0
10255,Hedge fund use of private exit polls attracts City watchdog,0,0,0,0,0,0,0,0,0,0,0
10256,Nestlé targets the last of the Smarties plastic caps,0,0,0,0,0,0,0,0,0,0,0
10257,Netflix to raise US prices for first time since 2017,0,0,0,0,0,0,0,0,0,0,0
10258,Marks & Spencer closes 17 more stores in new blow to high street,0,0,0,0,0,0,0,0,0,0,0
10259,China unleashes tax cuts in bid to halt economic slowdown,0,0,0,0,0,0,0,0,0,0,0
10260,The primacy of climate change,0,0,0,0,0,0,0,0,0,0,0
10261,McDonald's loses Big Mac trademark after legal battle with Irish chain,0,0,0,0,0,0,0,0,0,0,0
10262,"Classical music streaming is up. Good news, but there's plenty more to win",0,0,0,0,0,0,0,0,0,0,0
10263,Flybe to stay in air as Virgin Atlantic-led group injects cash,0,0,0,0,0,0,0,0,0,0,0
10264,Ford and Volkswagen announce alliance to cut costs in face of tech revolution,1,0,1,1,1,1,0,0,1,1,0
10265,Theresa May will need more than warm words to revive left-behind Britain,0,0,0,0,0,0,0,0,0,0,0
10266,Box office analysis: UK  Stan & Ollie laugh it up as takings outstrip Mary Poppins at UK box office,0,0,0,0,0,0,0,0,0,0,0
10267,Seascape: the state of our oceans  'One fish at a time': Indonesia lands remarkable victory,0,0,0,0,0,0,0,0,0,0,0
10268,A Boogie Wit Da Hoodie tops US album chart with record low of 823 sales,0,0,0,0,0,0,0,0,0,0,0
10269,Persimmon expects higher profits as help-to-buy props up prices,0,0,0,0,0,0,0,0,0,0,0
10270,"Consumer champions  Why has PayPal frozen £2,000 of our charity money?",1,0,1,1,1,0,0,0,1,1,0
10271,"Surge in outsourcing after Carillion collapse 'staggering', unions say",0,0,0,0,0,0,0,0,0,0,0
10272,California utility firm suspected of starting deadly wildfires goes bankrupt,0,1,1,1,0,1,1,1,1,0,0
10273,"Nils Pratley on finance  


  As Sports Direct chases dying stores, JD wins 'athleisure' race",1,1,1,1,1,1,1,1,1,1,0
10274,Azerbaijani banker’s £1m diamond ring seized in ‘dirty money’ inquiry,0,1,1,1,0,1,1,1,1,0,0
10275,Magistrates and short jail sentences,0,0,0,0,0,0,0,0,0,0,0
10276,Scandalous increase in school exclusions,0,0,0,0,0,0,0,0,0,0,0
10277,Boris Johnson dismisses Brexit claims of Jaguar Land Rover boss,0,0,0,0,0,0,0,0,0,0,0
10278,"Barclays on wrong side of history with climate policy, says Greenpeace",0,0,0,0,0,0,0,0,0,0,0
10279,Business live  Recession fears grow as eurozone factories stumble and China's exports fall - as it happened,0,0,0,0,0,0,0,0,0,0,0
10280,"Cathay Pacific sells $16,000 tickets at economy prices – again",0,0,0,0,0,0,0,0,0,0,0
10281,UK advertising market faces recession under no-deal Brexit,0,1,1,1,0,1,1,1,1,0,0
10282,SSE hits out after Bulb claims big energy firms are squeezing families,0,1,0,1,0,1,0,0,1,1,0
10283,German CDU leader criticises anti-diesel 'crusades',0,0,0,0,0,0,0,0,0,0,0
10284,Global economy fears grow as China and eurozone slump,0,0,0,0,0,0,0,0,0,0,0
10285,JD Sports sales race ahead despite high street slowdown,0,0,0,0,0,0,0,0,0,0,0
10286,The briefing  Ion age: why the future will be battery powered,0,1,0,1,0,1,0,0,1,1,0
10287,Consumer champions  An unpaid Three mobile bill wrecked my credit rating,1,0,1,1,1,0,0,0,1,1,0
10288,Pessimism clouds UK banking as demand for services drops,0,1,1,1,0,1,1,1,1,0,0
10289,"UK jobs boom strongest in South Yorkshire and Merseyside, thinktank finds",0,0,0,0,0,0,0,0,0,0,0
